Datum;Tabelle
"05.02.2009 08:17:09";"Gliederung"
"05.02.2009 08:21:01";"Gliederung"
"05.02.2009 08:21:43";"Fachklasse"
"05.02.2009 08:24:32";"Herkunftsart"
"05.02.2009 08:24:37";"Herkunftsart"
"05.02.2009 08:27:04";"Förderschwerpunkt"
"05.02.2009 10:55:53";"Organisationsform"
"05.02.2009 10:55:54";"Organisationsform"
"05.02.2009 10:55:56";"Organisationsform"
"05.02.2009 10:55:58";"Organisationsform"
"05.02.2009 10:55:59";"Organisationsform"
"05.02.2009 10:56:02";"Organisationsform"
"05.02.2009 10:56:06";"Organisationsform"
"05.02.2009 10:56:07";"Organisationsform"
"05.02.2009 10:56:21";"Organisationsform"
"05.02.2009 10:56:34";"Organisationsform"
"05.02.2009 10:56:42";"Organisationsform"
"05.02.2009 10:56:53";"Organisationsform"
"05.02.2009 10:57:03";"Organisationsform"
"05.02.2009 10:57:06";"Organisationsform"
"05.02.2009 10:57:09";"Organisationsform"
"05.02.2009 10:57:12";"Organisationsform"
"05.02.2009 10:57:16";"Organisationsform"
"05.02.2009 10:57:29";"Organisationsform"
"05.02.2009 10:58:33";"Organisationsform"
"05.02.2009 10:58:45";"Organisationsform"
"05.02.2009 10:58:45";"Organisationsform"
"05.02.2009 10:58:45";"Organisationsform"
"05.02.2009 10:58:46";"Organisationsform"
"05.02.2009 10:58:46";"Organisationsform"
"05.02.2009 10:58:46";"Organisationsform"
"05.02.2009 10:58:46";"Organisationsform"
"05.02.2009 10:58:47";"Organisationsform"
"05.02.2009 10:58:47";"Organisationsform"
"05.02.2009 10:58:47";"Organisationsform"
"05.02.2009 10:59:02";"Organisationsform"
"05.02.2009 10:59:03";"Organisationsform"
"05.02.2009 10:59:04";"Organisationsform"
"05.02.2009 10:59:06";"Organisationsform"
"05.02.2009 10:59:11";"Organisationsform"
"05.02.2009 10:59:13";"Organisationsform"
"05.02.2009 10:59:14";"Organisationsform"
"05.02.2009 10:59:16";"Organisationsform"
"05.02.2009 10:59:18";"Organisationsform"
"05.02.2009 10:59:30";"Organisationsform"
"05.02.2009 10:59:34";"Organisationsform"
"05.02.2009 10:59:36";"Organisationsform"
"05.02.2009 10:59:39";"Organisationsform"
"05.02.2009 10:59:42";"Organisationsform"
"05.02.2009 10:59:45";"Organisationsform"
"05.02.2009 10:59:48";"Organisationsform"
"05.02.2009 10:59:51";"Organisationsform"
"05.02.2009 11:00:00";"Organisationsform"
"05.02.2009 11:00:03";"Organisationsform"
"05.02.2009 11:00:05";"Organisationsform"
"05.02.2009 11:00:06";"Organisationsform"
"05.02.2009 11:00:09";"Organisationsform"
"05.02.2009 11:00:11";"Organisationsform"
"05.02.2009 11:00:16";"Organisationsform"
"05.02.2009 11:00:19";"Organisationsform"
"05.02.2009 11:00:22";"Organisationsform"
"05.02.2009 11:00:24";"Organisationsform"
"05.02.2009 11:00:27";"Organisationsform"
"05.02.2009 11:00:37";"Organisationsform"
"05.02.2009 11:00:51";"Organisationsform"
"05.02.2009 11:32:46";"Religionen"
"05.02.2009 11:33:46";"Organisationsform"
"05.02.2009 11:33:53";"Organisationsform"
"05.02.2009 11:33:58";"Organisationsform"
"05.02.2009 11:34:05";"Organisationsform"
"05.02.2009 11:34:10";"Organisationsform"
"05.02.2009 11:34:15";"Organisationsform"
"05.02.2009 11:34:20";"Organisationsform"
"05.02.2009 11:34:26";"Organisationsform"
"05.02.2009 11:34:32";"Organisationsform"
"05.02.2009 11:34:40";"Organisationsform"
"05.02.2009 11:34:46";"Organisationsform"
"05.02.2009 11:34:53";"Organisationsform"
"05.02.2009 11:34:58";"Organisationsform"
"05.02.2009 11:35:03";"Organisationsform"
"05.02.2009 11:35:08";"Organisationsform"
"05.02.2009 11:35:17";"Organisationsform"
"05.02.2009 11:35:22";"Organisationsform"
"05.02.2009 11:36:21";"Organisationsform"
"05.02.2009 11:37:30";"Organisationsform"
"05.02.2009 15:47:52";"ZulFächer"
"05.02.2009 15:48:15";"ZulFächer"
"05.02.2009 15:48:19";"ZulFächer"
"05.02.2009 15:48:47";"ZulFächer"
"05.02.2014 08:27:03";"Fachklasse"
"05.03.2014 16:10:05";"LehrerLehrbefaehigung"
"05.03.2015 16:01:02";"ZulJahrgänge"
"05.03.2018 14:16:17";"Fachklasse"
"05.03.2021 16:34:45";"Fachklasse"
"05.03.2021 17:27:40";"LehrerAnrechnung"
"05.04.2013 16:05:09";"Gliederung"
"05.04.2018 14:11:57";"ZulFächer"
"05.04.2019 10:46:38";"Gliederung"
"05.04.2022 17:09:57";"ZulFächer"
"05.05.2011 11:24:56";"Fachklasse"
"05.05.2022 09:19:00";"Fachklasse"
"05.05.2022 10:24:51";"ZulFächer"
"05.05.2022 12:29:14";"Abgangsart"
"05.06.2009 06:59:12";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:12";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:19";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:22";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:29";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:36";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:53";"ZulJahrgänge_Kurzbez"
"05.06.2009 06:59:56";"ZulJahrgänge_Kurzbez"
"05.06.2009 07:01:10";"ZulJahrgänge_Kurzbez"
"05.06.2009 07:01:30";"ZulJahrgänge_Kurzbez"
"05.06.2009 07:06:55";"Organisationsform"
"05.06.2009 07:47:16";"Gliederung"
"05.06.2009 07:48:10";"Gliederung"
"05.06.2009 07:55:32";"Gliederung"
"05.06.2009 07:55:35";"Gliederung"
"05.06.2009 07:55:37";"Gliederung"
"05.06.2009 07:55:40";"Gliederung"
"05.06.2009 07:55:45";"Gliederung"
"05.06.2009 08:08:15";"Gliederung"
"05.06.2009 08:08:17";"Gliederung"
"05.06.2009 08:08:19";"Gliederung"
"05.06.2009 08:08:23";"Gliederung"
"05.06.2009 08:09:02";"Gliederung"
"05.06.2009 11:32:49";"Gliederung"
"05.06.2009 11:32:56";"Gliederung"
"05.06.2009 15:16:54";"ZulKuArt"
"05.06.2009 15:17:17";"ZulKuArt"
"05.06.2013 16:28:22";"Abgangsart"
"05.06.2014 15:26:42";"LehrerAnrechnung"
"05.06.2018 16:16:25";"ZulFächer"
"05.07.2011 06:57:48";"ZulKuArt"
"05.07.2011 08:57:25";"Herkunftsart"
"05.07.2011 10:46:48";"Herkunftsschulform"
"05.07.2019 16:19:16";"Fachklasse"
"05.08.2019 11:19:50";"Fachklasse"
"05.09.2012 10:12:36";"Fachklasse"
"05.09.2014 12:25:52";"Fachklasse"
"05.11.2008 14:44:35";"Organisationsform"
"05.11.2008 14:44:52";"Organisationsform"
"05.11.2008 14:45:07";"Organisationsform"
"05.11.2008 14:45:26";"Organisationsform"
"05.11.2008 14:45:30";"Organisationsform"
"05.11.2008 14:45:36";"Organisationsform"
"05.11.2008 14:45:42";"Organisationsform"
"05.11.2008 14:45:49";"Organisationsform"
"05.11.2008 14:45:53";"Organisationsform"
"05.11.2008 14:45:58";"Organisationsform"
"05.11.2008 14:46:03";"Organisationsform"
"05.11.2008 14:46:15";"Organisationsform"
"05.12.2012 12:11:36";"Fachklasse"
"05.12.2016 15:53:41";"Fachklasse"
"06.01.2009 09:38:16";"ZulFächer"
"06.01.2009 09:38:27";"ZulFächer"
"06.01.2009 09:38:34";"ZulFächer"
"06.01.2009 09:38:41";"ZulFächer"
"06.01.2009 09:38:48";"ZulFächer"
"06.01.2009 09:38:56";"ZulFächer"
"06.01.2009 09:39:04";"ZulFächer"
"06.01.2009 09:39:19";"ZulFächer"
"06.01.2009 09:39:39";"ZulFächer"
"06.01.2009 09:39:52";"ZulFächer"
"06.01.2009 09:40:02";"ZulFächer"
"06.01.2017 10:35:33";"ZulKuArt"
"06.01.2021 14:31:15";"ZulKuArt"
"06.01.2021 14:55:01";"SchuelerUebergangsempfehlung5Jg"
"06.01.2021 15:07:05";"SchuelerErsteSchulformSekI"
"06.01.2021 15:20:10";"Förderschwerpunkt"
"06.02.2017 08:12:28";"ZulJahrgänge_Kurzbez"
"06.02.2017 08:23:23";"Gliederung"
"06.02.2017 08:25:21";"ZulKuArt"
"06.02.2017 08:25:48";"Organisationsform"
"06.02.2017 09:18:29";"ZulJahrgänge"
"06.03.2009 09:07:50";"AndereGrundschulen"
"06.03.2009 09:08:11";"AndereGrundschulen"
"06.03.2009 09:27:31";"AndereGrundschulen"
"06.03.2009 09:29:44";"AndereGrundschulen"
"06.03.2009 09:29:56";"AndereGrundschulen"
"06.03.2009 09:33:07";"AndereGrundschulen"
"06.03.2009 09:33:15";"AndereGrundschulen"
"06.03.2009 09:35:45";"AndereGrundschulen"
"06.03.2009 09:36:29";"AndereGrundschulen"
"06.03.2009 10:00:51";"AndereGrundschulen"
"06.03.2009 10:01:36";"AndereGrundschulen"
"06.03.2009 10:03:47";"AndereGrundschulen"
"06.03.2009 10:09:00";"AndereGrundschulen"
"06.03.2009 10:27:52";"AndereGrundschulen"
"06.03.2013 13:26:52";"Fachklasse"
"06.03.2015 11:24:38";"Förderschwerpunkt"
"06.03.2015 11:36:31";"ZulKuArt"
"06.03.2015 11:43:49";"ZulJahrgänge"
"06.03.2015 11:44:30";"ZulJahrgänge_Kurzbez"
"06.03.2018 14:12:05";"ZulFächer"
"06.03.2018 14:35:28";"Fachklasse"
"06.03.2020 15:38:17";"Fachklasse"
"06.04.2009 12:27:18";"AndereGrundschulen"
"06.04.2009 12:27:22";"AndereGrundschulen"
"06.04.2009 12:27:26";"AndereGrundschulen"
"06.04.2009 12:27:29";"AndereGrundschulen"
"06.04.2009 12:27:47";"AndereGrundschulen"
"06.04.2009 12:27:51";"AndereGrundschulen"
"06.04.2009 12:27:55";"AndereGrundschulen"
"06.04.2009 12:27:58";"AndereGrundschulen"
"06.04.2009 12:28:01";"AndereGrundschulen"
"06.04.2009 12:28:05";"AndereGrundschulen"
"06.04.2009 12:28:09";"AndereGrundschulen"
"06.04.2009 12:28:13";"AndereGrundschulen"
"06.04.2009 12:28:16";"AndereGrundschulen"
"06.04.2009 12:28:22";"AndereGrundschulen"
"06.04.2009 12:28:38";"AndereGrundschulen"
"06.04.2009 12:29:21";"AndereGrundschulen"
"06.04.2009 12:29:39";"AndereGrundschulen"
"06.04.2009 12:29:44";"AndereGrundschulen"
"06.04.2009 12:29:48";"AndereGrundschulen"
"06.04.2009 12:30:07";"AndereGrundschulen"
"06.04.2009 12:31:25";"AndereGrundschulen"
"06.04.2017 15:25:54";"Fachklasse"
"06.04.2018 16:24:22";"ZulFächer"
"06.04.2020 13:13:44";"LehrerAnrechnung"
"06.04.2020 14:59:05";"LehrerLehrbefaehigung"
"06.04.2022 10:56:56";"ZulKuArt"
"06.04.2022 15:10:29";"ZulFächer"
"06.05.2013 09:13:53";"ZulJahrgänge_Kurzbez"
"06.05.2013 10:19:52";"Fachklasse"
"06.05.2015 12:35:35";"ZulFächer"
"06.05.2016 09:03:58";"ZulJahrgänge_Kurzbez"
"06.05.2019 16:26:07";"Gliederung"
"06.05.2020 11:33:04";"ZulFächer"
"06.05.2022 15:17:58";"ZulFächer"
"06.06.2012 12:18:36";"ZulKuArt"
"06.06.2012 12:29:18";"Organisationsform"
"06.06.2012 13:16:43";"Gliederung"
"06.06.2012 13:23:51";"ZulJahrgänge_Kurzbez"
"06.06.2012 13:24:53";"ZulJahrgänge"
"06.06.2012 14:11:44";"Herkunftsschulform"
"06.06.2012 14:30:20";"Herkunftsart"
"06.06.2013 13:20:30";"Abgangsart"
"06.06.2018 14:27:11";"ZulFächer"
"06.06.2019 10:12:57";"ZulKuArt"
"06.07.2009 13:05:00";"ZulKuArt"
"06.07.2009 13:05:13";"ZulKuArt"
"06.07.2011 10:49:45";"ZulJahrgänge_Kurzbez"
"06.07.2011 10:51:56";"Förderschwerpunkt"
"06.07.2011 12:41:55";"Abgangsart"
"06.07.2012 13:38:42";"ZulFächer"
"06.07.2016 08:59:31";"Fachklasse"
"06.08.2021 07:31:13";"Fachklasse"
"06.09.2012 12:59:14";"ZulKuArt"
"06.10.2011 08:15:32";"ZulKuArt"
"06.10.2011 09:02:23";"Fachklasse"
"06.11.2008 09:53:35";"Organisationsform"
"06.11.2008 09:53:57";"Organisationsform"
"06.11.2008 09:54:03";"Organisationsform"
"06.11.2008 09:54:10";"Organisationsform"
"06.11.2008 09:54:16";"Organisationsform"
"06.11.2008 09:54:29";"Organisationsform"
"06.11.2008 09:54:32";"Organisationsform"
"06.11.2008 09:54:34";"Organisationsform"
"06.11.2008 09:54:36";"Organisationsform"
"06.11.2008 09:54:38";"Organisationsform"
"06.11.2008 09:54:40";"Organisationsform"
"06.11.2008 09:54:44";"Organisationsform"
"06.11.2008 09:54:49";"Organisationsform"
"06.11.2008 09:54:53";"Organisationsform"
"06.11.2008 09:54:57";"Organisationsform"
"06.11.2008 09:55:05";"Organisationsform"
"06.11.2008 09:55:08";"Organisationsform"
"06.11.2008 09:55:10";"Organisationsform"
"06.11.2008 09:55:11";"Organisationsform"
"06.11.2008 09:55:13";"Organisationsform"
"06.11.2008 09:55:43";"Organisationsform"
"06.11.2008 09:55:57";"Organisationsform"
"06.11.2008 09:56:06";"Organisationsform"
"06.11.2008 09:56:31";"Organisationsform"
"06.11.2008 09:57:12";"Organisationsform"
"06.11.2008 11:36:55";"Organisationsform"
"06.11.2008 11:36:58";"Organisationsform"
"06.11.2008 11:37:03";"Organisationsform"
"06.11.2008 11:37:07";"Organisationsform"
"06.11.2008 11:37:12";"Organisationsform"
"06.11.2008 11:37:17";"Organisationsform"
"06.11.2008 11:37:22";"Organisationsform"
"06.11.2008 11:37:26";"Organisationsform"
"06.11.2008 11:37:47";"Organisationsform"
"07.02.2013 08:59:52";"Fachklasse"
"07.02.2017 10:56:01";"ZulFächer"
"07.02.2017 10:56:31";"ZulJahrgänge_Kurzbez"
"07.02.2017 14:45:01";"ZulKuArt"
"07.03.2016 13:34:52";"ZulFächer"
"07.03.2017 13:37:21";"Fachklasse"
"07.03.2018 12:10:21";"ZulFächer"
"07.03.2018 16:16:40";"Fachklasse"
"07.04.2009 13:13:29";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:13:36";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:14:35";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:14:44";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:15:50";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:16:42";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:17:08";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:29:23";"ZulJahrgänge"
"07.04.2009 13:29:58";"ZulJahrgänge"
"07.04.2009 13:31:02";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:31:14";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:31:29";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:31:51";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:31:56";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:32:12";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:32:23";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:32:27";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:32:31";"ZulJahrgänge_Kurzbez"
"07.04.2009 13:33:04";"ZulJahrgänge_Kurzbez"
"07.04.2020 11:17:47";"LehrerAnrechnung"
"07.04.2020 13:14:10";"ZulFächer"
"07.04.2020 13:17:26";"Abgangsart"
"07.04.2020 15:21:04";"LehrerLehrbefaehigung"
"07.05.2015 15:08:55";"ZulFächer"
"07.05.2020 09:15:50";"Abgangsart"
"07.05.2020 21:59:26";"Fachklasse"
"07.06.2013 11:12:12";"Abgangsart"
"07.06.2021 10:15:17";"Fachklasse"
"07.07.2011 08:55:34";"ZulFächer"
"07.07.2011 09:07:40";"ZulJahrgänge_Kurzbez"
"07.07.2011 13:40:26";"ZulJahrgänge"
"07.07.2011 15:57:23";"Förderschwerpunkt"
"07.07.2014 10:15:08";"Fachklasse"
"07.07.2016 13:01:38";"Gliederung"
"07.08.2012 15:34:12";"Fachklasse"
"07.09.2009 10:12:54";"Fachklasse"
"07.09.2009 10:13:37";"Fachklasse"
"07.09.2009 10:13:45";"Fachklasse"
"07.09.2009 10:14:19";"Fachklasse"
"07.09.2009 10:14:41";"Fachklasse"
"07.09.2009 10:14:51";"Fachklasse"
"07.09.2009 10:15:01";"Fachklasse"
"07.09.2009 10:15:20";"Fachklasse"
"07.09.2009 10:15:51";"Fachklasse"
"07.09.2009 10:16:04";"Fachklasse"
"07.09.2009 10:16:31";"Fachklasse"
"07.09.2012 08:50:51";"Abgangsart"
"07.09.2012 12:30:55";"ZulKuArt"
"07.09.2020 12:45:38";"ZulFächer"
"07.09.2020 14:27:29";"Fachklasse"
"07.09.2022 15:14:36";"ZulKuArt"
"07.09.2022 15:30:23";"ZulFächer"
"07.10.2010 09:19:56";"Fachklasse"
"07.10.2016 15:07:01";"Fachklasse"
"07.12.2016 09:35:29";"Fachklasse"
"08.01.2014 09:42:57";"Herkunftsart"
"08.01.2015 08:26:04";"Fachklasse"
"08.01.2018 14:02:08";"ZulFächer"
"08.02.2017 12:02:08";"Herkunftsschulform"
"08.02.2017 12:13:11";"Gliederung"
"08.02.2021 11:19:02";"LehrerLehramt"
"08.03.2016 13:15:15";"LehrerLehrbefaehigung"
"08.03.2021 15:57:02";"Fachklasse"
"08.04.2009 08:23:43";"Fachklasse"
"08.04.2009 08:24:12";"Fachklasse"
"08.04.2009 08:24:15";"Fachklasse"
"08.04.2009 09:05:52";"Fachklasse"
"08.04.2019 09:20:41";"ZulKuArt"
"08.04.2019 09:22:57";"Gliederung"
"08.04.2019 13:39:59";"ZulFächer"
"08.04.2020 13:30:46";"Abgangsart"
"08.04.2020 14:31:36";"ZulFächer"
"08.04.2020 15:08:13";"Herkunftsart"
"08.04.2020 15:08:15";"Fachklasse"
"08.05.2012 08:23:11";"Schulformen"
"08.05.2012 08:40:04";"Fachklasse"
"08.05.2014 08:28:25";"Herkunftsschulform"
"08.05.2014 16:13:20";"Organisationsform"
"08.05.2015 13:06:54";"Abgangsart"
"08.05.2020 13:31:42";"Abgangsart"
"08.05.2020 14:24:40";"Geschlecht"
"08.06.2009 14:44:04";"Gliederung"
"08.06.2009 14:44:07";"Gliederung"
"08.06.2009 14:44:09";"Gliederung"
"08.06.2009 14:44:33";"Gliederung"
"08.06.2010 12:58:46";"Schulformen"
"08.06.2011 06:16:04";"ZulFächer"
"08.06.2011 07:11:48";"ZulJahrgänge"
"08.06.2011 07:13:45";"Gliederung"
"08.06.2011 07:17:13";"ZulKuArt"
"08.06.2011 07:20:26";"Herkunftsschulform"
"08.06.2011 08:25:40";"Herkunftsart"
"08.06.2011 08:28:09";"Organisationsform"
"08.06.2011 09:13:50";"Förderschwerpunkt"
"08.06.2011 09:38:59";"ZulJahrgänge_Kurzbez"
"08.06.2015 11:07:42";"ZulFächer"
"08.06.2015 11:29:01";"Fachklasse"
"08.06.2016 17:23:32";"Abgangsart"
"08.06.2017 15:18:19";"Fachklasse"
"08.07.2009 14:24:52";"Schulformen"
"08.08.2016 12:32:31";"Fachklasse"
"08.09.2009 10:59:00";"LehrerLehramt"
"08.09.2014 08:59:16";"ZulFächer"
"08.09.2016 09:34:01";"Förderschwerpunkt"
"08.09.2020 08:40:31";"Fachklasse"
"08.11.2010 14:14:06";"Fachklasse"
"08.11.2012 15:53:02";"ZulJahrgänge"
"08.11.2017 11:05:45";"Abgangsart"
"08.12.2014 13:59:27";"Gliederung"
"08.12.2014 14:02:21";"Fachklasse"
"09.01.2015 06:54:49";"Fachklasse"
"09.01.2017 08:54:15";"ZulKuArt"
"09.01.2017 12:53:38";"ZulFächer"
"09.03.2016 12:40:49";"Förderschwerpunkt"
"09.03.2020 14:30:03";"Fachklasse"
"09.03.2021 14:47:21";"Fachklasse"
"09.04.2014 09:14:54";"ZulJahrgänge"
"09.04.2018 14:28:16";"LehrerLehrbefaehigung"
"09.04.2020 14:14:41";"ZulJahrgänge"
"09.04.2020 14:26:26";"ZulKuArt"
"09.05.2014 13:21:20";"ZulJahrgänge"
"09.05.2014 13:24:53";"Organisationsform"
"09.05.2019 11:05:08";"Abgangsart"
"09.05.2020 15:54:23";"Fachklasse"
"09.05.2022 14:15:00";"Schulformen"
"09.05.2022 15:00:31";"ZulFächer"
"09.06.2009 08:49:40";"Gliederung"
"09.06.2009 08:51:23";"Fachklasse"
"09.06.2009 08:55:14";"Gliederung"
"09.06.2009 08:55:40";"Gliederung"
"09.06.2009 08:57:14";"Fachklasse"
"09.06.2009 08:57:44";"Gliederung"
"09.06.2009 09:31:22";"Gliederung"
"09.06.2009 10:11:41";"Gliederung"
"09.06.2009 10:29:59";"Fachklasse"
"09.06.2009 10:30:13";"Fachklasse"
"09.06.2009 10:30:30";"Fachklasse"
"09.06.2010 08:49:55";"ZulKuArt"
"09.06.2010 15:06:31";"Fachklasse"
"09.06.2010 15:08:38";"Gliederung"
"09.06.2011 07:22:39";"Organisationsform"
"09.06.2015 09:26:23";"ZulJahrgänge_Kurzbez"
"09.06.2016 13:20:32";"Abgangsart"
"09.07.2012 08:01:41";"Bilingual"
"09.07.2012 13:38:51";"Gliederung"
"09.07.2012 14:08:56";"Herkunftsschulform"
"09.07.2012 14:21:14";"ZulFächer"
"09.07.2012 17:18:36";"ZulKuArt"
"09.07.2018 15:24:16";"Fachklasse"
"09.08.2012 07:25:16";"Fachklasse"
"09.08.2022 18:03:32";"ZulFächer"
"09.09.2014 08:24:31";"ZulFächer"
"09.09.2014 14:30:53";"AllgMerkmale"
"09.09.2022 17:04:32";"ZulFächer"
"09.10.2013 13:49:32";"Bilingual"
"09.10.2013 15:30:39";"ZulJahrgänge_Kurzbez"
"09.10.2019 09:59:59";"Herkunftsschulform"
"09.12.2015 10:32:00";"Fachklasse"
"09.12.2020 14:00:15";"Fachklasse"
"09.12.2021 14:28:07";"ZulFächer"
"10.01.2014 14:09:48";"Fachklasse"
"10.02.2014 11:49:59";"ZulKuArt"
"10.02.2014 12:43:47";"Gliederung"
