SF;FSP;BG;Kursart;Kursart2;Bezeichnung;SGLBereich;Flag;geaendert
"GM";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"2";
"GM";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"1";
"GM";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"2";
"GM";"**";"**";"96";"EGS1";"Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 19 Abs. 3 APO-SI";0;"1";
"GM";"**";"**";"96";"EGS1";"Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 19 Abs. 3 APO-SI";0;"2";
"GM";"**";"**";"99";"PUK";"Unterricht im Klassenverband";0;"1";
"GM";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"1";
"GM";"**";"**";"99";"*****";"keine Abweichung der Art der Gruppe zur Hauptzeile";0;"2";
"GM";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"2";
"GY";"**";"**";"00";"PUT";"Pflichtunterricht für Teile von Klassen";0;"1";
"GY";"**";"**";"33";"AST";"Arbeitsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"GY";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"GY";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"GY";"**";"**";"55";"PROJ";"Profilklasse gem. § 21 Abs. 3 APO-SI";0;"1";
"GY";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches";0;"1";
"GY";"**";"**";"61";"WPI";"Wahlpflichtunterricht: 2. Fremdsprache";0;"1";
"GY";"**";"**";"62";"WPII";"Wahlpflichtunterricht: Fächerkombination im math.-naturwiss, gesellschaftswiss. oder künstlerischen Schwerpunkt";0;"1";
"GY";"**";"**";"63";"SPA";"Wahlpflichtunterricht: Schwerpunktübergreifende Angebote";0;"1";
"GY";"**";"**";"64";"F3";"Wahlplflichtunterricht: Einzelfach im math.-natur., techn., gesellschaftswiss, künstlerischen Schwerpunkt";0;"1";
"GY";"**";"**";"65";"FS3";"Wahlpflichtunterricht: 3. Fremdsprache";0;"1";
"GY";"**";"**";"67";"WPU";"Wahlplflichtbereich: Arbeitsgemeinschaften aufgrund der Regelung in § 3 Abs. 6 APO-SI";0;"1";
"GY";"**";"**";"71";"AB3";"3. Abiturfach";0;"1";
"GY";"**";"**";"71";"AB4";"4. Abiturfach";0;"1";
"GY";"**";"**";"71";"EFSP";"Ersatzfach für Sport als 4. Abiturfach";0;"1";
"GY";"**";"**";"71";"GKM";"Grundkurs mündlich";0;"1";
"GY";"**";"**";"71";"GKS";"Grundkurs schriftlich";0;"1";
"GY";"**";"**";"72";"LK1";"Leistungskurs I";0;"1";
"GY";"**";"**";"72";"LK2";"Leistungskurs II";0;"1";
"GY";"**";"**";"76";"ZK";"Zusatzkurs gem. § 11 Abs. 3 APO-GOSt";0;"1";
"GY";"**";"**";"77";"VTF";"Vertiefungsfach  § 8, 11  APO - GOSt";0;"1";
"GY";"**";"**";"78";"PJK";"Projektkurs § 11 Abs. 8  APO - GOSt";0;"1";
"GY";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"1";
"GY";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"1";
"GY";"**";"**";"84";"MEU";"Unterricht in der Herkunftssprache (Muttersprachlicher Unterricht)";0;"1";
"GY";"**";"**";"85";"MEU";"Förderung in der deutschen Sprache außerhalb von Sprachfördermaßnahmen gemäß Erlass 13-63 Nr. 3";0;"1";
"GY";"**";"**";"89";"FS";"Förderung neu zugewanderter Schüler in Deutschfördergruppen (teilweise äußere und innere Differenzierung)";0;"1";
"GY";"**";"**";"90";"FS";"Förderung neu zugewanderter Schüler in Deutschförderklassen (vollständige äußere Differenzierung)";0;"1";
"GY";"**";"**";"91";"TAL";"Unterricht im Rahmen des Schulversuchs Talentschule";0;"1";
"GY";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"1";
"GY";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"1";
"GY";"**";"**";"96";"EGS1";"Sonstige Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 19 Abs. 3 APO-SI";0;"1";
"GY";"**";"**";"99";"HU";"Hausunterricht";0;"1";
"GY";"**";"**";"99";"PUK";"Unterricht im Klassenverband";0;"1";
"GY";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"1";
"GY";"**";"**";"99";"*****";"kein Eintrag zulässig";0;"2";
"H";"**";"**";"00";"PUT";"Pflichtunterricht für Teile von Klassen";0;"1";
"H";"**";"**";"00";"PUT";"Pflichtunterricht für Teile von Klassen";0;"2";
"H";"**";"**";"13";"G";"Grundkurs";0;"1";
"H";"**";"**";"13";"G";"Grundkurs";0;"2";
"H";"**";"**";"16";"E";"Erweiterungskurs";0;"1";
"H";"**";"**";"16";"E";"Erweiterungskurs";0;"2";
"H";"**";"**";"17";"VSU";"Förderunterricht";0;"1";
"H";"**";"**";"17";"VSU";"Förderunterricht";0;"2";
"H";"**";"**";"26";"WPU";"Wahlpflichtunterricht";0;"1";
"H";"**";"**";"26";"WPU";"Wahlpflichtunterricht";0;"2";
"H";"**";"**";"29";"WPF";"Wahlpflichtfach";0;"1";
"H";"**";"**";"29";"WPF";"Wahlpflichtfach";0;"2";
"H";"**";"**";"33";"AST";"Arbeits- bzw. Übungsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"H";"**";"**";"33";"AST";"Arbeits- bzw. Übungsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"2";
"H";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"H";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"2";
"H";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"H";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"2";
"H";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches (Nur BG Realschule)";0;"1";
"H";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches (Nur BG Realschule)";0;"2";
"H";"**";"**";"61";"WP1FS";"Wahlpflichtbereich, Fremdsprachlich  (Nur Bildungsgang Realschule)";0;"1";
"H";"**";"**";"61";"WP1FS";"Wahlpflichtbereich, Fremdsprachlich  (Nur Bildungsgang Realschule)";0;"2";
"H";"**";"**";"62";"WP1SW";"Wahlpflichtbereich: Sozialwissenschaftlich (Nur Bildungsgang Realschule)";0;"1";
"H";"**";"**";"62";"WP1SW";"Wahlpflichtbereich: Sozialwissenschaftlich (Nur Bildungsgang Realschule)";0;"2";
"H";"**";"**";"63";"WP1NT";"Wahlpflichtbereich: Naturwissenschaftlich  (Nur Bildungsgang Realschule)";0;"1";
"H";"**";"**";"63";"WP1NT";"Wahlpflichtbereich: Naturwissenschaftlich  (Nur Bildungsgang Realschule)";0;"2";
"H";"**";"**";"64";"WP1MU";"Wahlpflichtbereich: Musisch-künstlerisch (Nur Bildungsgang Realschule)";0;"1";
"H";"**";"**";"64";"WP1MU";"Wahlpflichtbereich: Musisch-künstlerisch (Nur Bildungsgang Realschule)";0;"2";
"H";"**";"**";"67";"WPII";"Arbeitsgemeinschaften aufgrund der Regelung in § 3 Abs. 6 APO-SI";0;"1";
"H";"**";"**";"67";"WPII";"Arbeitsgemeinschaften aufgrund der Regelung in § 3 Abs. 6 APO-SI";0;"2";
"H";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"1";
"H";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"2";
"H";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"1";
"H";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"2";
"H";"**";"**";"84";"MEU";"Unterricht in der Herkunftssprache (Muttersprachlicher Unterricht)";0;"1";
"H";"**";"**";"84";"MEU";"Unterricht in der Herkunftssprache (Muttersprachlicher Unterricht)";0;"2";
"H";"**";"**";"85";"MEU";"Förderung in der deutschen Sprache außerhalb von Sprachfördermaßnahmen gemäß Erlass 13-63 Nr. 3";0;"1";
"H";"**";"**";"85";"MEU";"Förderung in der deutschen Sprache außerhalb von Sprachfördermaßnahmen gemäß Erlass 13-63 Nr. 3";0;"2";
"H";"**";"**";"88";"EBA";"Erweitertes Bildungsangebot";0;"1";
"H";"**";"**";"88";"EBA";"Erweitertes Bildungsangebot";0;"2";
"H";"**";"**";"89";"FS";"Förderung neu zugewanderter Schüler in Deutschfördergruppen (teilweise äußere und innere Differenzierung)";0;"1";
"H";"**";"**";"89";"FS";"Förderung neu zugewanderter Schüler in Deutschfördergruppen (teilweise äußere und innere Differenzierung)";0;"2";
"H";"**";"**";"90";"FS";"Förderung neu zugewanderter Schüler in Deutschförderklassen (vollständige äußere Differenzierung)";0;"1";
"H";"**";"**";"90";"FS";"Förderung neu zugewanderter Schüler in Deutschförderklassen (vollständige äußere Differenzierung)";0;"2";
"H";"**";"**";"91";"TAL";"Unterricht im Rahmen des Schulversuchs Talentschule";0;"1";
"H";"**";"**";"91";"TAL";"Unterricht im Rahmen des Schulversuchs Talentschule";0;"2";
"H";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"1";
"H";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"2";
"H";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"1";
"H";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"2";
"H";"**";"**";"96";"EGS1";"Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 19 Abs. 3 APO-SI";0;"1";
"H";"**";"**";"96";"EGS1";"Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 19 Abs. 3 APO-SI";0;"2";
"H";"**";"**";"99";"HU";"Hausunterricht";0;"1";
"H";"**";"**";"99";"PUK";"Unterricht im Klassenverband";0;"1";
"H";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"1";
"H";"**";"**";"99";"*****";"keine Abweichung der Art der Gruppe zur Hauptzeile";0;"2";
"H";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"2";
"PS";"**";"**";"00";"PUT";"Bildung kleiner Gruppen / sonstige Gruppierungen";0;"1";
"PS";"**";"**";"00";"PUT";"Pflichtunterricht (Jahrgangsstufe 11)";0;"3";
"PS";"**";"**";"01";"G";"Fachleistungsebene: Grundebene/-kurs";0;"1";
"PS";"**";"**";"02";"E";"Fachleistungsebene: Erweiterungsebene/-kurs";0;"1";
"PS";"**";"**";"04";"FFU";"Fachbezogener Förderunterricht";0;"1";
"PS";"**";"**";"05";"FUF";"Fachunabhängiger Förderunterricht";0;"1";
"PS";"**";"**";"10";"WPI";"Wahlpflichtunterricht";0;"1";
"PS";"**";"**";"33";"AST";"Arbeitsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"PS";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"PS";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"PS";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches";0;"1";
"PS";"**";"**";"71";"AB3";"3. Abiturfach";0;"1";
"PS";"**";"**";"71";"AB4";"4. Abiturfach";0;"1";
"PS";"**";"**";"71";"EFSP";"Ersatzfach für Sport als 4. Abiturfach";0;"1";
"PS";"**";"**";"71";"GKM";"Grundkurs mündlich";0;"1";
"PS";"**";"**";"71";"GKS";"Grundkurs schriftlich";0;"1";
"PS";"**";"**";"72";"LK1";"Leistungskurs I";0;"1";
"PS";"**";"**";"72";"LK2";"Leistungskurs II";0;"1";
"PS";"**";"**";"76";"ZK";"Zusatzkurs gem. § 12 APO-GOSt";0;"1";
"PS";"**";"**";"77";"VTF";"Vertiefungsfach";0;"1";
"PS";"**";"**";"78";"PJK";"Projektkurs";0;"1";
"PS";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"1";
"PS";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"1";
"PS";"**";"**";"84";"MEU";"Unterricht in der Herkunftssprache (Muttersprachlicher Unterricht)";0;"1";
"PS";"**";"**";"85";"MEU";"Förderung in der deutschen Sprache außerhalb von Sprachfördermaßnahmen gemäß Erlass 13-63 Nr. 3";0;"1";
"PS";"**";"**";"89";"FS";"Förderung neu zugewanderter Schüler in Deutschfördergruppen (teilweise äußere und innere Differenzierung)";0;"1";
"PS";"**";"**";"90";"FS";"Förderung neu zugewanderter Schüler in Deutschförderklassen (vollständige äußere Differenzierung)";0;"1";
"PS";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"1";
"PS";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"1";
"PS";"**";"**";"96";"EGS1";"Ergänzungsstunden ohne Benotung 
(§ 3 Abs. 1, 3  und  § 19 Abs. 3  Nr.1 und 3  APO-SI)";0;"1";
"PS";"**";"**";"97";"EGSN";"Ergänzungsstunden mit  Benotung 
(§ 3 Abs. 1, 3  und  § 19 Abs. 3  Nr.2 und 4  APO-SI)";0;"1";
"PS";"**";"**";"99";"*****";"************************************************************************************************************************";0;"1";
"PS";"**";"**";"99";"HU";"Hausunterricht";0;"1";
"PS";"**";"**";"99";"PUK";"Unterricht im Klassenverband";0;"1";
"PS";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"1";
"PS";"**";"**";"99";"*****";"kein Eintrag zulässig";0;"2";
"R";"**";"**";"00";"PUT";"Pflichtunterricht für Teile von Klassen/Wahlpfl.-bereich: Unterricht in Fächern der Lernbereiche zur Dopplungsvermeidung";0;"1";
"R";"**";"**";"00";"PUT";"Pflichtunterricht für Teile von Klassen/Wahlpfl.-bereich: Unterricht in Fächern der Lernbereiche zur Dopplungsvermeidung";0;"2";
"R";"**";"**";"13";"G";"Grundkurs (nur Bildungsgang Hauptschule)";0;"1";
"R";"**";"**";"13";"G";"Grundkurs (nur Bildungsgang Hauptschule)";0;"2";
"R";"**";"**";"16";"E";"Erweiterungskurs (nur Bildungsgang Hauptschule)";0;"1";
"R";"**";"**";"16";"E";"Erweiterungskurs (nur Bildungsgang Hauptschule)";0;"2";
"R";"**";"**";"17";"VSU";"Förderunterricht (nur Bildungsgang Hauptschule)";0;"1";
"R";"**";"**";"17";"VSU";"Förderunterricht (nur Bildungsgang Hauptschule)";0;"2";
"R";"**";"**";"26";"WPU";"Wahlpflichtunterricht (nur Bildungsgang Hauptschule)";0;"1";
"R";"**";"**";"26";"WPU";"Wahlpflichtunterricht (nur Bildungsgang Hauptschule)";0;"2";
"R";"**";"**";"29";"WPF";"Wahlpflichtfach  (nur Bildungsgang Hauptschule)";0;"1";
"R";"**";"**";"29";"WPF";"Wahlpflichtfach  (nur Bildungsgang Hauptschule)";0;"2";
"R";"**";"**";"33";"AST";"Arbeits- bzw. Übungsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"R";"**";"**";"33";"AST";"Arbeits- bzw. Übungsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"2";
"R";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"R";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"2";
"R";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"R";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"2";
"R";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches";0;"1";
"R";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches";0;"2";
"R";"**";"**";"61";"WP1FS";"Wahlpflichtbereich, Fremdsprachlich";0;"1";
"R";"**";"**";"61";"WP1FS";"Wahlpflichtbereich, Fremdsprachlich";0;"2";
"R";"**";"**";"62";"WP1SW";"Wahlpflichtbereich: Sozialwissenschaftlich";0;"1";
"R";"**";"**";"62";"WP1SW";"Wahlpflichtbereich: Sozialwissenschaftlich";0;"2";
"R";"**";"**";"63";"WP1NT";"Wahlpflichtbereich: Naturwissenschaftlich";0;"1";
"R";"**";"**";"63";"WP1NT";"Wahlpflichtbereich: Naturwissenschaftlich";0;"2";
"R";"**";"**";"64";"WP1MU";"Wahlpflichtbereich: Musisch-künstlerisch";0;"1";
"R";"**";"**";"64";"WP1MU";"Wahlpflichtbereich: Musisch-künstlerisch";0;"2";
"R";"**";"**";"67";"WPU";"Arbeitsgemeinschaften aufgrund der Regelung in § 3 Abs. 6 APO-SI";0;"1";
"R";"**";"**";"67";"WPU";"Arbeitsgemeinschaften aufgrund der Regelung in § 3 Abs. 6 APO-SI";0;"2";
"R";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"1";
"R";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"2";
"R";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"1";
"R";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"2";
"R";"**";"**";"84";"MEU";"Unterricht in der Herkunftssprache (Muttersprachlicher Unterricht)";0;"1";
"R";"**";"**";"84";"MEU";"Unterricht in der Herkunftssprache (Muttersprachlicher Unterricht)";0;"2";
"R";"**";"**";"85";"MEU";"Förderung in der deutschen Sprache außerhalb von Sprachfördermaßnahmen gemäß Erlass 13-63 Nr. 3";0;"1";
"R";"**";"**";"85";"MEU";"Förderung in der deutschen Sprache außerhalb von Sprachfördermaßnahmen gemäß Erlass 13-63 Nr. 3";0;"2";
"R";"**";"**";"88";"EBA";"Erweitertes Bildungsangebot (nur Bildungsgang Hauptschule)";0;"1";
"R";"**";"**";"88";"EBA";"Erweitertes Bildungsangebot (nur Bildungsgang Hauptschule)";0;"2";
"R";"**";"**";"89";"FS";"Förderung neu zugewanderter Schüler in Deutschfördergruppen (teilweise äußere und innere Differenzierung)";0;"1";
"R";"**";"**";"89";"FS";"Förderung neu zugewanderter Schüler in Deutschfördergruppen (teilweise äußere und innere Differenzierung)";0;"2";
"R";"**";"**";"90";"FS";"Förderung neu zugewanderter Schüler in Deutschförderklassen (vollständige äußere Differenzierung)";0;"1";
"R";"**";"**";"90";"FS";"Förderung neu zugewanderter Schüler in Deutschförderklassen (vollständige äußere Differenzierung)";0;"2";
"R";"**";"**";"91";"TAL";"Unterricht im Rahmen des Schulversuchs Talentschule";0;"1";
"R";"**";"**";"91";"TAL";"Unterricht im Rahmen des Schulversuchs Talentschule";0;"2";
"R";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"1";
"R";"**";"**";"94";"BUS";"Unterricht im Rahmen der Initiative 'Kein Abschluss ohne Anschluss' einschl. 'Schule trifft Arbeitswelt'";0;"2";
"R";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"1";
"R";"**";"**";"95";"KMFÖ";"Zusätzlicher Förderunterricht im Rahmen der Initiative 'Komm mit'";0;"2";
"R";"**";"**";"96";"EGS1";"Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 15 Abs. 3 APO-SI";0;"1";
"R";"**";"**";"96";"EGS1";"Ergänzungsstunden gem. § 3 Abs. 1, 3 und § 15 Abs. 3 APO-SI";0;"2";
"R";"**";"**";"99";"HU";"Hausunterricht";0;"1";
"R";"**";"**";"99";"PUK";"Unterricht im Klassenverband";0;"1";
"R";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"1";
"R";"**";"**";"99";"*****";"keine Abweichung der Art der Gruppe zur Hauptzeile";0;"2";
"R";"**";"**";"99";"ZUV";"zusätzliche Unterrichtsveranstaltung (z.B. Schulchor)";0;"2";
"S";"**";"**";"00";"PUT";"Pflichtunterricht für Teile von Klassen";0;"1";
"S";"**";"**";"01";"FU";"Förderunterricht";0;"1";
"S";"**";"**";"13";"G";"Grundkurs";0;"1";
"S";"**";"**";"16";"E";"Erweiterungskurs";0;"1";
"S";"**";"**";"26";"WPU";"Wahlpflichtunterricht";0;"1";
"S";"**";"**";"29";"WPF";"Wahlpflichtunterricht";0;"1";
"S";"**";"**";"33";"AST";"Arbeitsstunde entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"S";"**";"**";"36";"AGGT";"Arbeitsgemeinschaft entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"S";"**";"**";"37";"FOGT";"Förderangebot entsprechend § 9 Abs. 2, 3  SchulG";0;"1";
"S";"**";"**";"56";"UMPF";"Unterricht in der Herkunftssprache anstelle einer Pflichtfremdsprache oder eines Wahlpflichtfaches";0;"1";
"S";"**";"**";"61";"WP1FS";"Wahlpflichtbereich, Fremdsprachlich  (Nur Bildungsgang Realschule)";0;"1";
"S";"**";"**";"62";"WP1SW";"Wahlpflichtbereich: Sozialwissenschaftlich (Nur Bildungsgang Realschule)";0;"1";
"S";"**";"**";"63";"WP1NT";"Wahlpflichtbereich: Naturwissenschaftlich  (Nur Bildungsgang Realschule)";0;"1";
"S";"**";"**";"64";"WP1MU";"Wahlpflichtbereich: Musisch-künstlerisch (Nur Bildungsgang Realschule)";0;"1";
"S";"**";"**";"81";"SPFU";"Sportförderunterricht";0;"1";
"S";"**";"**";"82";"LRS";"Schülerinnen und Schüler mit besonderen Schwierigkeiten im Erlernen des Lesens und Rechtschreibens (LRS)";0;"1";
