ID;PLZ;RegSchl;Ort;Stand;Sortierung;Art
127171;"50670";"05315000";"Köln";"09.04.2020";null;6
127172;"50672";"05315000";"Köln";"09.04.2020";null;6
127173;"50674";"05315000";"Köln";"09.04.2020";null;6
127174;"50676";"05315000";"Köln";"09.04.2020";null;6
127175;"50677";"05315000";"Köln";"09.04.2020";null;6
127176;"50678";"05315000";"Köln";"09.04.2020";null;6
127177;"50679";"05315000";"Köln";"09.04.2020";null;6
127200;"50733";"05315000";"Köln";"09.04.2020";null;6
127201;"50735";"05315000";"Köln";"09.04.2020";null;6
127202;"50737";"05315000";"Köln";"09.04.2020";null;6
127203;"50739";"05315000";"Köln";"09.04.2020";null;6
127218;"50765";"05315000";"Köln";"09.04.2020";null;6
127219;"50767";"05315000";"Köln";"09.04.2020";null;6
127220;"50769";"05315000";"Köln";"09.04.2020";null;6
127244;"50823";"05315000";"Köln";"09.04.2020";null;6
127245;"50825";"05315000";"Köln";"09.04.2020";null;6
127246;"50827";"05315000";"Köln";"09.04.2020";null;6
127247;"50829";"05315000";"Köln";"09.04.2020";null;6
127258;"50858";"05315000";"Köln";"09.04.2020";null;6
127259;"50859";"05315000";"Köln";"09.04.2020";null;6
127297;"50931";"05315000";"Köln";"09.04.2020";null;6
127298;"50933";"05315000";"Köln";"09.04.2020";null;6
127299;"50935";"05315000";"Köln";"09.04.2020";null;6
127300;"50937";"05315000";"Köln";"09.04.2020";null;6
127301;"50939";"05315000";"Köln";"09.04.2020";null;6
127318;"50968";"05315000";"Köln";"09.04.2020";null;6
127319;"50969";"05315000";"Köln";"09.04.2020";null;6
127336;"50996";"05315000";"Köln";"09.04.2020";null;6
127337;"50997";"05315000";"Köln";"09.04.2020";null;6
127338;"50999";"05315000";"Köln";"09.04.2020";null;6
127366;"51061";"05315000";"Köln";"09.04.2020";null;6
127367;"51063";"05315000";"Köln";"09.04.2020";null;6
127368;"51065";"05315000";"Köln";"09.04.2020";null;6
127369;"51067";"05315000";"Köln";"09.04.2020";null;6
127370;"51069";"05315000";"Köln";"09.04.2020";null;6
127387;"51103";"05315000";"Köln";"09.04.2020";null;6
127388;"51105";"05315000";"Köln";"09.04.2020";null;6
127389;"51107";"05315000";"Köln";"09.04.2020";null;6
127390;"51109";"05315000";"Köln";"09.04.2020";null;6
127409;"51143";"05315000";"Köln";"09.04.2020";null;6
127410;"51145";"05315000";"Köln";"09.04.2020";null;6
127411;"51147";"05315000";"Köln";"09.04.2020";null;6
127412;"51149";"05315000";"Köln";"09.04.2020";null;6
127490;"51371";"05316000";"Leverkusen";"09.04.2020";null;6
127491;"51373";"05316000";"Leverkusen";"09.04.2020";null;6
127492;"51375";"05316000";"Leverkusen";"09.04.2020";null;6
127494;"51377";"05316000";"Leverkusen";"09.04.2020";null;6
127495;"51379";"05316000";"Leverkusen";"09.04.2020";null;6
127496;"51381";"05316000";"Leverkusen";"09.04.2020";null;6
127503;"51399";"05378008";"Burscheid";"09.04.2020";null;6
127520;"51427";"05378004";"Bergisch Gladbach";"09.04.2020";null;6
127521;"51429";"05378004";"Bergisch Gladbach";"09.04.2020";null;6
127545;"51465";"05378004";"Bergisch Gladbach";"09.04.2020";null;6
127547;"51467";"05315000";"Köln";"09.04.2020";null;6
127546;"51467";"05378004";"Bergisch Gladbach";"09.04.2020";null;6
127548;"51469";"05378004";"Bergisch Gladbach";"09.04.2020";null;6
127556;"51491";"05378024";"Overath";"09.04.2020";null;6
127565;"51503";"05378028";"Rösrath";"09.04.2020";null;6
127572;"51515";"05378012";"Kürten";"09.04.2020";null;6
127575;"51519";"05378020";"Odenthal";"09.04.2020";null;6
127584;"51545";"05374044";"Waldbröl";"09.04.2020";null;6
127588;"51570";"05382076";"Windeck";"09.04.2020";null;6
127593;"51580";"05374040";"Reichshof";"09.04.2020";null;6
127597;"51588";"05374032";"Nümbrecht";"09.04.2020";null;6
127602;"51597";"05374028";"Morsbach";"09.04.2020";null;6
127623;"51643";"05374012";"Gummersbach";"09.04.2020";null;6
127624;"51645";"05374012";"Gummersbach";"09.04.2020";null;6
127625;"51647";"05374012";"Gummersbach";"09.04.2020";null;6
127634;"51674";"05374048";"Wiehl";"09.04.2020";null;6
127640;"51688";"05374052";"Wipperfürth";"09.04.2020";null;6
127648;"51702";"05374004";"Bergneustadt";"09.04.2020";null;6
127652;"51709";"05374024";"Marienheide";"09.04.2020";null;6
127659;"51766";"05374008";"Engelskirchen";"09.04.2020";null;6
127665;"51789";"05374020";"Lindlar";"09.04.2020";null;6
127715;"52062";"05334002";"Aachen";"09.04.2020";null;6
127716;"52064";"05334002";"Aachen";"09.04.2020";null;6
127717;"52066";"05334002";"Aachen";"09.04.2020";null;6
127718;"52068";"05334002";"Aachen";"09.04.2020";null;6
127719;"52070";"05334002";"Aachen";"09.04.2020";null;6
127720;"52072";"05334002";"Aachen";"09.04.2020";null;6
127721;"52074";"05334002";"Aachen";"09.04.2020";null;6
127722;"52076";"05334002";"Aachen";"09.04.2020";null;6
127723;"52078";"05334002";"Aachen";"09.04.2020";null;6
127724;"52080";"05334002";"Aachen";"09.04.2020";null;6
127756;"52134";"05334016";"Herzogenrath";"09.04.2020";null;6
127762;"52146";"05334036";"Würselen";"09.04.2020";null;6
127765;"52152";"05334028";"Simmerath";"09.04.2020";null;6
127767;"52156";"05334020";"Monschau";"09.04.2020";null;6
127769;"52159";"05334024";"Roetgen";"09.04.2020";null;6
127784;"52222";"05334032";"Stolberg (Rhld.)";"09.04.2020";null;6
127785;"52223";"05334032";"Stolberg (Rhld.)";"09.04.2020";null;6
127786;"52224";"05334032";"Stolberg (Rhld.)";"09.04.2020";null;6
127796;"52249";"05334012";"Eschweiler";"09.04.2020";null;6
127827;"52349";"05358008";"Düren";"09.04.2020";null;6
127828;"52351";"05358008";"Düren";"09.04.2020";null;6
127829;"52353";"05358008";"Düren";"09.04.2020";null;6
127830;"52355";"05358008";"Düren";"09.04.2020";null;6
127834;"52372";"05358028";"Kreuzau";"09.04.2020";null;6
127838;"52379";"05358032";"Langerwehe";"09.04.2020";null;6
127839;"52382";"05358048";"Niederzier";"09.04.2020";null;6
127841;"52385";"05358044";"Nideggen";"09.04.2020";null;6
127843;"52388";"05358052";"Nörvenich";"09.04.2020";null;6
127844;"52391";"05358060";"Vettweiß";"09.04.2020";null;6
127845;"52393";"05358016";"Hürtgenwald";"09.04.2020";null;6
127847;"52396";"05358012";"Heimbach";"09.04.2020";null;6
127849;"52399";"05358040";"Merzenich";"09.04.2020";null;6
127866;"52428";"05358024";"Jülich";"09.04.2020";null;6
127869;"52441";"05358036";"Linnich";"09.04.2020";null;6
127870;"52445";"05358056";"Titz";"09.04.2020";null;6
127875;"52457";"05358004";"Aldenhoven";"09.04.2020";null;6
127877;"52459";"05358020";"Inden";"09.04.2020";null;6
127885;"52477";"05334004";"Alsdorf";"09.04.2020";null;6
127890;"52499";"05334008";"Baesweiler";"09.04.2020";null;6
127896;"52511";"05370012";"Geilenkirchen";"09.04.2020";null;6
127904;"52525";"05370016";"Heinsberg";"09.04.2020";null;6
127905;"52525";"05370032";"Waldfeucht";"09.04.2020";null;6
127908;"52531";"05370028";"Übach-Palenberg";"09.04.2020";null;6
127913;"52538";"05370008";"Gangelt";"09.04.2020";null;6
127914;"52538";"05370024";"Selfkant";"09.04.2020";null;6
127994;"53111";"05314000";"Bonn";"09.04.2020";null;6
127995;"53113";"05314000";"Bonn";"09.04.2020";null;6
127996;"53115";"05314000";"Bonn";"09.04.2020";null;6
127997;"53117";"05314000";"Bonn";"09.04.2020";null;6
127998;"53119";"05314000";"Bonn";"09.04.2020";null;6
127999;"53121";"05314000";"Bonn";"09.04.2020";null;6
128000;"53123";"05314000";"Bonn";"09.04.2020";null;6
128001;"53125";"05314000";"Bonn";"09.04.2020";null;6
128002;"53127";"05314000";"Bonn";"09.04.2020";null;6
128003;"53129";"05314000";"Bonn";"09.04.2020";null;6
128030;"53173";"05314000";"Bonn";"09.04.2020";null;6
128031;"53175";"05314000";"Bonn";"09.04.2020";null;6
128032;"53177";"05314000";"Bonn";"09.04.2020";null;6
128033;"53179";"05314000";"Bonn";"09.04.2020";null;6
128059;"53225";"05314000";"Bonn";"09.04.2020";null;6
128060;"53227";"05314000";"Bonn";"09.04.2020";null;6
128061;"53229";"05314000";"Bonn";"09.04.2020";null;6
128107;"53332";"05382012";"Bornheim";"09.04.2020";null;6
128112;"53340";"05382032";"Meckenheim";"09.04.2020";null;6
128113;"53343";"05382072";"Wachtberg";"09.04.2020";null;6
128115;"53347";"05382004";"Alfter";"09.04.2020";null;6
128121;"53359";"05382048";"Rheinbach";"09.04.2020";null;6
128134;"53604";"05382008";"Bad Honnef";"09.04.2020";null;6
128143;"53639";"05382024";"Königswinter";"09.04.2020";null;6
128159;"53721";"05382060";"Siegburg";"09.04.2020";null;6
128173;"53757";"05382056";"Sankt Augustin";"09.04.2020";null;6
128181;"53773";"05382020";"Hennef (Sieg)";"09.04.2020";null;6
128186;"53783";"05382016";"Eitorf";"09.04.2020";null;6
128191;"53797";"05382028";"Lohmar";"09.04.2020";null;6
128195;"53804";"05382036";"Much";"09.04.2020";null;6
128198;"53809";"05382052";"Ruppichteroth";"09.04.2020";null;6
128203;"53819";"05382040";"Neunkirchen-Seelscheid";"09.04.2020";null;6
128217;"53840";"05382068";"Troisdorf";"09.04.2020";null;6
128218;"53842";"05382068";"Troisdorf";"09.04.2020";null;6
128219;"53844";"05382068";"Troisdorf";"09.04.2020";null;6
128222;"53859";"05382044";"Niederkassel";"09.04.2020";null;6
128235;"53879";"05366016";"Euskirchen";"09.04.2020";null;6
128236;"53881";"05366016";"Euskirchen";"09.04.2020";null;6
128243;"53894";"05366028";"Mechernich";"09.04.2020";null;6
128247;"53902";"05366004";"Bad Münstereifel";"09.04.2020";null;6
128251;"53909";"05366044";"Zülpich";"09.04.2020";null;6
128254;"53913";"05382064";"Swisttal";"09.04.2020";null;6
128258;"53919";"05366040";"Weilerswist";"09.04.2020";null;6
128261;"53925";"05366024";"Kall";"09.04.2020";null;6
128266;"53937";"05366036";"Schleiden";"09.04.2020";null;6
128268;"53940";"05366020";"Hellenthal";"09.04.2020";null;6
128271;"53945";"05366008";"Blankenheim";"09.04.2020";null;6
128273;"53947";"05366032";"Nettersheim";"09.04.2020";null;6
128274;"53949";"05366012";"Dahlem";"09.04.2020";null;6
128313;"57072";"05970040";"Siegen";"09.04.2020";null;6
128314;"57074";"05970040";"Siegen";"09.04.2020";null;6
128315;"57076";"05970040";"Siegen";"09.04.2020";null;6
128316;"57078";"05970040";"Siegen";"09.04.2020";null;6
128317;"57080";"05970040";"Siegen";"09.04.2020";null;6
128332;"57223";"05970024";"Kreuztal";"09.04.2020";null;6
128337;"57234";"05970044";"Wilnsdorf";"09.04.2020";null;6
128345;"57250";"05970032";"Netphen";"09.04.2020";null;6
128349;"57258";"05970016";"Freudenberg";"09.04.2020";null;6
128352;"57271";"05970020";"Hilchenbach";"09.04.2020";null;6
128362;"57290";"05970036";"Neunkirchen";"09.04.2020";null;6
128366;"57299";"05970008";"Burbach";"09.04.2020";null;6
128374;"57319";"05970004";"Bad Berleburg";"09.04.2020";null;6
128379;"57334";"05970028";"Bad Laasphe";"09.04.2020";null;6
128381;"57339";"05970012";"Erndtebrück";"09.04.2020";null;6
128389;"57368";"05966020";"Lennestadt";"09.04.2020";null;6
128396;"57392";"05958040";"Schmallenberg";"09.04.2020";null;6
128400;"57399";"05966016";"Kirchhundem";"09.04.2020";null;6
128405;"57413";"05966012";"Finnentrop";"09.04.2020";null;6
128411;"57439";"05966004";"Attendorn";"09.04.2020";null;6
128422;"57462";"05966024";"Olpe";"09.04.2020";null;6
128426;"57482";"05966028";"Wenden";"09.04.2020";null;6
128430;"57489";"05966008";"Drolshagen";"09.04.2020";null;6
128487;"58089";"05914000";"Hagen";"09.04.2020";null;6
128488;"58091";"05914000";"Hagen";"09.04.2020";null;6
128489;"58093";"05914000";"Hagen";"09.04.2020";null;6
128490;"58095";"05914000";"Hagen";"09.04.2020";null;6
128491;"58097";"05914000";"Hagen";"09.04.2020";null;6
128492;"58099";"05914000";"Hagen";"09.04.2020";null;6
128501;"58119";"05914000";"Hagen";"09.04.2020";null;6
128509;"58135";"05914000";"Hagen";"09.04.2020";null;6
128532;"58239";"05978028";"Schwerte";"09.04.2020";null;6
128542;"58256";"05954008";"Ennepetal";"09.04.2020";null;6
128559;"58285";"05954012";"Gevelsberg";"09.04.2020";null;6
128568;"58300";"05954032";"Wetter (Ruhr)";"09.04.2020";null;6
128576;"58313";"05954020";"Herdecke";"09.04.2020";null;6
128587;"58332";"05954024";"Schwelm";"09.04.2020";null;6
128592;"58339";"05954004";"Breckerfeld";"09.04.2020";null;6
128618;"58452";"05954036";"Witten";"09.04.2020";null;6
128619;"58453";"05954036";"Witten";"09.04.2020";null;6
128620;"58454";"05954036";"Witten";"09.04.2020";null;6
128621;"58455";"05954036";"Witten";"09.04.2020";null;6
128622;"58456";"05954036";"Witten";"09.04.2020";null;6
128648;"58507";"05962032";"Lüdenscheid";"09.04.2020";null;6
128649;"58509";"05962032";"Lüdenscheid";"09.04.2020";null;6
128650;"58511";"05962032";"Lüdenscheid";"09.04.2020";null;6
128651;"58513";"05962032";"Lüdenscheid";"09.04.2020";null;6
128652;"58515";"05962032";"Lüdenscheid";"09.04.2020";null;6
128658;"58540";"05962036";"Meinerzhagen";"09.04.2020";null;6
128664;"58553";"05962012";"Halver";"09.04.2020";null;6
128671;"58566";"05962028";"Kierspe";"09.04.2020";null;6
128677;"58579";"05962056";"Schalksmühle";"09.04.2020";null;6
128708;"58636";"05962024";"Iserlohn";"09.04.2020";null;6
128709;"58638";"05962024";"Iserlohn";"09.04.2020";null;6
128710;"58640";"05962024";"Iserlohn";"09.04.2020";null;6
128711;"58642";"05962024";"Iserlohn";"09.04.2020";null;6
128712;"58644";"05962024";"Iserlohn";"09.04.2020";null;6
128724;"58675";"05962016";"Hemer";"09.04.2020";null;6
128740;"58706";"05962040";"Menden (Sauerland)";"09.04.2020";null;6
128741;"58708";"05962040";"Menden (Sauerland)";"09.04.2020";null;6
128742;"58710";"05962040";"Menden (Sauerland)";"09.04.2020";null;6
128748;"58730";"05978012";"Fröndenberg/Ruhr";"09.04.2020";null;6
128754;"58739";"05974056";"Wickede (Ruhr)";"09.04.2020";null;6
128764;"58762";"05962004";"Altena";"09.04.2020";null;6
128766;"58769";"05962044";"Nachrodt-Wiblingwerde";"09.04.2020";null;6
128775;"58791";"05962060";"Werdohl";"09.04.2020";null;6
128781;"58802";"05962008";"Balve";"09.04.2020";null;6
128786;"58809";"05962048";"Neuenrade";"09.04.2020";null;6
128801;"58840";"05962052";"Plettenberg";"09.04.2020";null;6
128805;"58849";"05962020";"Herscheid";"09.04.2020";null;6
128846;"59063";"05915000";"Hamm";"09.04.2020";null;6
128847;"59065";"05915000";"Hamm";"09.04.2020";null;6
128848;"59067";"05915000";"Hamm";"09.04.2020";null;6
128849;"59069";"05915000";"Hamm";"09.04.2020";null;6
128850;"59071";"05915000";"Hamm";"09.04.2020";null;6
128851;"59073";"05915000";"Hamm";"09.04.2020";null;6
128852;"59075";"05915000";"Hamm";"09.04.2020";null;6
128853;"59077";"05915000";"Hamm";"09.04.2020";null;6
128868;"59174";"05978020";"Kamen";"09.04.2020";null;6
128876;"59192";"05978004";"Bergkamen";"09.04.2020";null;6
128880;"59199";"05978008";"Bönen";"09.04.2020";null;6
128897;"59227";"05570004";"Ahlen";"09.04.2020";null;6
128898;"59229";"05570004";"Ahlen";"09.04.2020";null;6
128914;"59269";"05570008";"Beckum";"09.04.2020";null;6
128926;"59302";"05570028";"Oelde";"09.04.2020";null;6
128932;"59320";"05570020";"Ennigerloh";"09.04.2020";null;6
128935;"59329";"05570048";"Wadersloh";"09.04.2020";null;6
128942;"59348";"05558024";"Lüdinghausen";"09.04.2020";null;6
128951;"59368";"05978040";"Werne";"09.04.2020";null;6
128956;"59379";"05978032";"Selm";"09.04.2020";null;6
128960;"59387";"05558004";"Ascheberg";"09.04.2020";null;6
128963;"59394";"05558028";"Nordkirchen";"09.04.2020";null;6
128966;"59399";"05558036";"Olfen";"09.04.2020";null;6
128980;"59423";"05978036";"Unna";"09.04.2020";null;6
128981;"59425";"05978036";"Unna";"09.04.2020";null;6
128982;"59427";"05978036";"Unna";"09.04.2020";null;6
128987;"59439";"05978016";"Holzwickede";"09.04.2020";null;6
128998;"59457";"05974052";"Werl";"09.04.2020";null;6
129002;"59469";"05974012";"Ense";"09.04.2020";null;6
129021;"59494";"05974040";"Soest";"09.04.2020";null;6
129025;"59505";"05974008";"Bad Sassendorf";"09.04.2020";null;6
129027;"59510";"05974024";"Lippetal";"09.04.2020";null;6
129030;"59514";"05974048";"Welver";"09.04.2020";null;6
129034;"59519";"05974032";"Möhnesee";"09.04.2020";null;6
129057;"59555";"05974028";"Lippstadt";"09.04.2020";null;6
129058;"59556";"05974028";"Lippstadt";"09.04.2020";null;6
129059;"59557";"05974028";"Lippstadt";"09.04.2020";null;6
129060;"59558";"05974028";"Lippstadt";"09.04.2020";null;6
129070;"59581";"05974044";"Warstein";"09.04.2020";null;6
129075;"59590";"05974020";"Geseke";"09.04.2020";null;6
129079;"59597";"05974016";"Erwitte";"09.04.2020";null;6
129083;"59602";"05974036";"Rüthen";"09.04.2020";null;6
129087;"59609";"05974004";"Anröchte";"09.04.2020";null;6
129111;"59755";"05958004";"Arnsberg";"09.04.2020";null;6
129112;"59757";"05958004";"Arnsberg";"09.04.2020";null;6
129113;"59759";"05958004";"Arnsberg";"09.04.2020";null;6
129124;"59821";"05958004";"Arnsberg";"09.04.2020";null;6
129125;"59823";"05958004";"Arnsberg";"09.04.2020";null;6
129135;"59846";"05958044";"Sundern (Sauerland)";"09.04.2020";null;6
129146;"59872";"05958032";"Meschede";"09.04.2020";null;6
129149;"59889";"05958016";"Eslohe (Sauerland)";"09.04.2020";null;6
129153;"59909";"05958008";"Bestwig";"09.04.2020";null;6
129161;"59929";"05958012";"Brilon";"09.04.2020";null;6
129166;"59939";"05958036";"Olsberg";"09.04.2020";null;6
129173;"59955";"05958048";"Winterberg";"09.04.2020";null;6
129177;"59964";"05958028";"Medebach";"09.04.2020";null;6
129180;"59969";"05958020";"Hallenberg";"09.04.2020";null;6
